thread_name,process_name,upid,utid,cpu,ts,dur,end_state
swapper,,0,0,1,261336973486037,107788,R
logd.writer,/system/bin/logd,295,3,1,261336973593825,58106,S
swapper,,0,0,1,261336973651931,686808,R
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,5,261336974078119,1324097,R+
decon0_kthread,decon0_kthread,191,6,1,261336974338739,415161,D
logd.writer,/system/bin/logd,295,3,3,261336974570998,92407,S
surfaceflinger,/system/bin/surfaceflinger,313,10,6,261336974586338,352173,S
swapper,,0,0,2,261336974654169,416219,R
surfaceflinger,/system/bin/surfaceflinger,313,7,3,261336974663405,36988,S
swapper,,0,0,3,261336974700393,192342,R
cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,447,11,1,261336974753900,275920,S
BckgrndExec HP,/system/bin/surfaceflinger,313,1,3,261336974892735,225748,S
android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,12,6,261336974938511,201620,S
AudioOut_15,/system/bin/audioserver,482,13,1,261336975029820,546468,S
binder:23019_7,com.google.android.youtube,701,14,2,261336975070388,356771,S
swapper,,0,0,3,261336975118483,260987,R
swapper,,0,0,6,261336975140131,7158569,R
traced_probes,/system/bin/traced_probes,496,16,0,261336975218052,18384725,R
CodecLooper,com.google.android.youtube,701,5225,3,261336975379470,56478,S
swapper,,0,0,7,261336975379999,52612,R
migration/5,migration/5,45,61,5,261336975402216,40893,S
swapper,,0,0,2,261336975427159,2317993,R
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,7,261336975432611,468099,D
swapper,,0,0,3,261336975435948,1728719,R
swapper,,0,0,5,261336975443109,18216024,R
cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,447,11,1,261336975576288,124878,S
swapper,,0,0,1,261336975701166,930542,R
swapper,,0,0,7,261336975900710,19323771,R
bigo_worker_thr,bigo_worker_thread,756,766,1,261336976631708,293131,D
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,1,261336976924839,842041,S
dhd_logtrace_th,dhd_logtrace_thread,494,507,3,261336977164667,266154,D
swapper,,0,0,3,261336977430821,4155070,R
binder:23019_7,com.google.android.youtube,701,14,2,261336977745152,262614,S
dhd_logtrace_th,dhd_logtrace_thread,494,507,1,261336977766880,130168,D
swapper,,0,0,1,261336977897048,1059936,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261336978007766,252929,S
swapper,,0,0,2,261336978260695,4115235,R
dhd_logtrace_th,dhd_logtrace_thread,494,507,1,261336978956984,412435,S
swapper,,0,0,1,261336979369419,1316447,R
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,1,261336980685866,368815,D
swapper,,0,0,1,261336981054681,562907,R
perf_mon_update,perf_mon_update_client_task,97,113,3,261336981585891,230957,S
sugov:0,sugov:0,301,316,1,261336981617588,51921,S
swapper,,0,0,1,261336981669509,657715,R
swapper,,0,0,3,261336981816848,128458,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261336981945306,433757,S
MediaCodec_loop,com.google.android.youtube,701,5238,6,261336982298700,29785,S
sugov:4,sugov:4,302,317,1,261336982327224,73364,S
swapper,,0,0,6,261336982328485,4012085,R
MediaCodec_loop,com.google.android.youtube,701,5238,2,261336982375930,821289,S
swapper,,0,0,3,261336982379063,791056,R
swapper,,0,0,1,261336982400588,625488,R
binder:477_4,/system/bin/surfaceflinger,313,831,1,261336983026076,282105,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261336983170119,67302,S
swapper,,0,0,2,261336983197219,41260,R
swapper,,0,0,3,261336983237421,58593,R
MediaCodec_loop,com.google.android.youtube,701,5238,2,261336983238479,60668,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261336983296014,119751,S
swapper,,0,0,2,261336983299147,116496,R
swapper,,0,0,1,261336983308181,2295288,R
MediaCodec_loop,com.google.android.youtube,701,5238,2,261336983415643,35441,S
swapper,,0,0,3,261336983415765,32878,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261336983448643,207194,S
swapper,,0,0,2,261336983451084,136638,R
ExoPlayer:Simpl,com.google.android.youtube,701,5240,2,261336983587722,1024658,S
swapper,,0,0,3,261336983655837,5799194,R
swapper,,0,0,2,261336984612380,4862712,R
simpleinteracti,simpleinteractive,152,168,1,261336985603469,76253,S
swapper,,0,0,1,261336985679722,286784,R
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,1,261336985966506,375203,D
ksoftirqd/6,ksoftirqd/6,51,67,6,261336986340570,408651,S
swapper,,0,0,1,261336986341709,52531,R
decon0_kthread,decon0_kthread,191,6,1,261336986394240,55176,D
swapper,,0,0,1,261336986449416,396362,R
swapper,,0,0,6,261336986749221,2926229,R
kworker/u16:9,kworker/u16:9,682,693,1,261336986845778,48828,I
swapper,,0,0,1,261336986894606,1754314,R
NodeLooperThrea,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,877,1,261336988648920,801432,S
swapper,,0,0,1,261336989450352,128174,R
decon0_kthread,decon0_kthread,191,6,3,261336989455031,119019,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261336989475092,292399,D
swapper,,0,0,3,261336989574050,368205,R
TimerDispatch,/system/bin/surfaceflinger,313,821,1,261336989578526,111206,S
surfaceflinger,/system/bin/surfaceflinger,313,10,6,261336989675450,493611,S
swapper,,0,0,1,261336989689732,79223,R
swapper,,0,0,2,261336989767491,1017740,R
bigo_worker_thr,bigo_worker_thread,756,766,1,261336989768955,180827,D
BckgrndExec HP,/system/bin/surfaceflinger,313,1,3,261336989942255,34912,S
swapper,,0,0,1,261336989949782,850993,R
swapper,,0,0,3,261336989977167,637451,R
binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,4,6,261336990169061,716919,S
decon0_kthread,decon0_kthread,191,6,3,261336990614618,245890,D
logd.writer,/system/bin/logd,295,3,2,261336990785231,76783,S
VrrCtrl_Primary,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,8,1,261336990800775,43742,S
swapper,,0,0,1,261336990844517,190592,R
swapper,,0,0,3,261336990860508,239217,R
swapper,,0,0,2,261336990862014,368123,R
surfaceflinger,/system/bin/surfaceflinger,313,10,6,261336990885980,280925,S
android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,12,1,261336991035109,169556,S
BckgrndExec HP,/system/bin/surfaceflinger,313,1,3,261336991099725,157674,S
ksoftirqd/6,ksoftirqd/6,51,67,6,261336991166905,1205810,S
swapper,,0,0,1,261336991204665,249837,R
binder:23019_7,com.google.android.youtube,701,14,2,261336991230137,281169,S
swapper,,0,0,3,261336991257399,281088,R
binder:23019_4,com.google.android.youtube,701,5138,1,261336991454502,91350,S
swapper,,0,0,2,261336991511306,421142,R
CodecLooper,com.google.android.youtube,701,5225,3,261336991538487,52938,S
swapper,,0,0,1,261336991545852,19694,R
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,1,261336991565546,393473,D
swapper,,0,0,3,261336991591425,136474,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261336991727899,205933,S
MediaCodec_loop,com.google.android.youtube,701,5238,2,261336991932448,54606,S
swapper,,0,0,3,261336991933832,46020,R
swapper,,0,0,1,261336991959019,1526774,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261336991979852,121094,S
swapper,,0,0,2,261336991987054,1789470,R
swapper,,0,0,3,261336992100946,1469604,R
swapper,,0,0,6,261336992372715,1487061,R
bigo_worker_thr,bigo_worker_thread,756,766,1,261336993485793,103231,R+
perf_mon_update,perf_mon_update_client_task,97,113,3,261336993570550,49602,S
sugov:0,sugov:0,301,316,1,261336993589024,34831,S
migration/0,migration/0,16,32,0,261336993602777,41707,S
swapper,,0,0,3,261336993620152,168050,R
bigo_worker_thr,bigo_worker_thread,756,766,1,261336993623855,164957,D
swapper,,0,0,0,261336993644484,520997,R
traced_probes,/system/bin/traced_probes,496,16,5,261336993659133,67089518,R+
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261336993776524,87931,S
sugov:0,sugov:0,301,316,3,261336993788202,35970,S
swapper,,0,0,1,261336993788812,949544,R
swapper,,0,0,3,261336993824172,254761,R
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,6,261336993859776,154337,R+
swapper,,0,0,2,261336993864455,228882,R
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,6,261336994014113,16358,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,6,261336994030471,57780,S
Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1054,3,261336994078933,668538,S
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,6,261336994088251,31331,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261336994093337,72021,S
swapper,,0,0,6,261336994119582,209066,R
swapper,,0,0,2,261336994165358,197347,R
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,0,261336994165481,182739,S
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,6,261336994328648,7039,S
swapper,,0,0,6,261336994335687,470296,R
swapper,,0,0,0,261336994348220,75683,R
binder:23019_7,com.google.android.youtube,701,14,2,261336994362705,836467,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,0,261336994423903,90536,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,0,261336994514439,386108,S
DisplayInfo,/vendor/bin/hw/android.hardware.sensors-service.multihal,464,1034,1,261336994738356,240805,S
swapper,,0,0,3,261336994747471,96314,R
CodecLooper,com.google.android.youtube,701,5239,6,261336994805983,22624,S
swapper,,0,0,6,261336994828607,29053,R
sugov:4,sugov:4,302,317,3,261336994843785,237670,S
CodecLooper,com.google.android.youtube,701,5239,6,261336994857660,712809,S
binder:23019_5,com.google.android.youtube,701,5159,0,261336994900547,291057,R+
binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,4,1,261336994979161,277303,S
swapper,,0,0,4,261336995063348,4218750,R
swapper,,0,0,3,261336995081455,138387,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,0,261336995191604,159708,S
swapper,,0,0,2,261336995199172,7100952,R
drm-event-liste,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,866,3,261336995219842,112834,S
binder:23019_9,com.google.android.youtube,701,5215,7,261336995224481,29338,S
MediaCodec_loop,com.google.android.youtube,701,5238,7,261336995253819,73649,S
swapper,,0,0,1,261336995256464,67586,R
binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,4,1,261336995324050,141113,S
swapper,,0,0,7,261336995327468,19308472,R
swapper,,0,0,3,261336995332676,101766,R
binder:23019_5,com.google.android.youtube,701,5159,0,261336995351312,72917,S
swapper,,0,0,0,261336995424229,141235,R
DisplayInfo,/vendor/bin/hw/android.hardware.sensors-service.multihal,464,1034,3,261336995434442,138469,S
swapper,,0,0,1,261336995465163,964966,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261336995565464,57862,S
swapper,,0,0,6,261336995570469,6167481,R
swapper,,0,0,3,261336995572911,4965006,R
swapper,,0,0,0,261336995623326,6847615,R
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,1,261336996430129,377116,D
swapper,,0,0,1,261336996807245,3717895,R
android.youtube,com.google.android.youtube,701,712,4,261336999282098,202759,S
swapper,,0,0,4,261336999484857,8215902,R
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,1,261337000525140,370524,D
sugov:0,sugov:0,301,316,3,261337000537917,39917,S
swapper,,0,0,3,261337000577834,1618083,R
swapper,,0,0,1,261337000895664,1301270,R
RegSampIdle,/system/bin/surfaceflinger,313,825,6,261337001737950,466634,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337002195917,279175,S
surfaceflinger,/system/bin/surfaceflinger,313,10,1,261337002196934,122477,S
ksoftirqd/6,ksoftirqd/6,51,67,6,261337002204584,14323,S
swapper,,0,0,6,261337002218907,50333,R
RegSampIdle,/system/bin/surfaceflinger,313,825,6,261337002269240,12289,S
swapper,,0,0,6,261337002281529,4993815,R
RegionSampling,/system/bin/surfaceflinger,313,824,2,261337002300124,42481,S
swapper,,0,0,1,261337002319411,860881,R
swapper,,0,0,2,261337002342605,3929931,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261337002470941,943441,S
swapper,,0,0,3,261337002475092,593994,R
decon0_kthread,decon0_kthread,191,6,3,261337003069086,62540,D
swapper,,0,0,3,261337003131626,230306,R
binder:477_4,/system/bin/surfaceflinger,313,831,1,261337003180292,238281,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337003361932,114502,S
swapper,,0,0,0,261337003414382,64697,R
swapper,,0,0,1,261337003418573,1079834,R
swapper,,0,0,3,261337003476434,94483,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261337003479079,101196,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337003570917,162109,S
swapper,,0,0,0,261337003580275,152222,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261337003732497,71493,S
swapper,,0,0,3,261337003733026,61849,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337003794875,151774,S
swapper,,0,0,0,261337003803990,142008,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261337003945998,295207,R+
swapper,,0,0,3,261337003946649,1023234,R
binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,481,0,261337004241205,430460,S
IdleTimer,/system/bin/surfaceflinger,313,828,1,261337004498407,55176,S
swapper,,0,0,1,261337004553583,1122925,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261337004671665,324545,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337004969883,73120,S
swapper,,0,0,0,261337004996210,50781,R
swapper,,0,0,3,261337005043003,64698,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261337005046991,67830,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337005107701,91471,S
swapper,,0,0,0,261337005114821,83863,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261337005198684,175252,R+
swapper,,0,0,3,261337005199172,414510,R
binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,481,0,261337005373936,288696,S
perf_mon_update,perf_mon_update_client_task,97,113,3,261337005613682,134888,S
MediaCodec_loop,com.google.android.youtube,701,5238,0,261337005662632,631104,S
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,1,261337005676508,361002,D
swapper,,0,0,3,261337005748570,387573,R
swapper,,0,0,1,261337006037510,201375,R
decon0_kthread,decon0_kthread,191,6,3,261337006136143,112874,S
TimerDispatch,/system/bin/surfaceflinger,313,821,1,261337006238885,140422,S
swapper,,0,0,3,261337006249017,110962,R
sugov:4,sugov:4,302,317,2,261337006272536,95581,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,0,261337006293736,245646,D
surfaceflinger,/system/bin/surfaceflinger,313,10,3,261337006359979,1370239,S
swapper,,0,0,2,261337006368117,53182,R
swapper,,0,0,1,261337006379307,156413,R
sugov:0,sugov:0,301,316,2,261337006421299,42440,S
swapper,,0,0,2,261337006463739,667603,R
bigo_worker_thr,bigo_worker_thread,756,766,1,261337006535720,179972,D
swapper,,0,0,0,261337006539382,1241048,R
swapper,,0,0,1,261337006715692,168213,R
kworker/u16:9,kworker/u16:9,682,693,1,261337006883905,40934,I
swapper,,0,0,1,261337006924839,2061035,R
BckgrndExec HP,/system/bin/surfaceflinger,313,1,2,261337007131342,42277,S
swapper,,0,0,2,261337007173619,620727,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337007275344,525675,S
GoogleApiHandle,com.google.android.googlequicksearchbox:interactor,728,5798,4,261337007700759,221842,S
binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,4,3,261337007730218,1385010,S
MediaCodec_loop,com.google.android.youtube,701,5238,0,261337007780430,106527,S
sugov:0,sugov:0,301,316,2,261337007794346,42847,S
ksoftirqd/6,ksoftirqd/6,51,67,6,261337007801019,16398,S
swapper,,0,0,6,261337007817417,40039,R
swapper,,0,0,2,261337007837193,1643880,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337007857456,101115,S
hbox:interactor,com.google.android.googlequicksearchbox:interactor,728,739,0,261337007886957,84432,S
swapper,,0,0,4,261337007922601,1013347,R
swapper,,0,0,6,261337007958571,2444336,R
swapper,,0,0,0,261337007971389,1677124,R
decon0_kthread,decon0_kthread,191,6,4,261337008935948,243367,D
VrrCtrl_Primary,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,8,1,261337008985874,45248,S
swapper,,0,0,1,261337009031122,299072,R
surfaceflinger,/system/bin/surfaceflinger,313,10,3,261337009115228,406616,S
swapper,,0,0,4,261337009179315,3343343,R
android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,12,1,261337009330194,168701,S
BckgrndExec HP,/system/bin/surfaceflinger,313,1,2,261337009481073,194092,S
swapper,,0,0,1,261337009498895,327800,R
logd.writer,/system/bin/logd,295,3,3,261337009521844,173829,S
binder:23019_5,com.google.android.youtube,701,5159,0,261337009648513,239542,S
swapper,,0,0,2,261337009675165,2381225,R
swapper,,0,0,3,261337009695673,191487,R
binder:23019_4,com.google.android.youtube,701,5138,1,261337009826695,60506,S
CodecLooper,com.google.android.youtube,701,5225,3,261337009887160,64779,S
swapper,,0,0,1,261337009887201,188924,R
swapper,,0,0,0,261337009888055,396932,R
swapper,,0,0,3,261337009951939,634847,R
bigo_worker_thr,bigo_worker_thread,756,766,1,261337010076125,207398,D
swapper,,0,0,1,261337010283523,805867,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,0,261337010284987,119182,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,6,261337010402907,205078,S
swapper,,0,0,0,261337010404169,199381,R
Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1054,3,261337010586786,504394,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,0,261337010603550,62948,S
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,6,261337010607985,1296184,S
swapper,,0,0,0,261337010666498,136881,R
binder:23019_5,com.google.android.youtube,701,5159,0,261337010803379,311768,S
CodecLooper,com.google.android.youtube,701,5239,1,261337011089390,657715,S
swapper,,0,0,3,261337011091180,912110,R
swapper,,0,0,0,261337011115147,103760,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261337011218907,40364,S
swapper,,0,0,0,261337011259271,465332,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261337011724603,27018,S
swapper,,0,0,1,261337011747105,461710,R
swapper,,0,0,0,261337011751621,272746,R
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,6,261337011904169,164144,S
Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1054,3,261337012003290,24455,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261337012024367,230225,S
swapper,,0,0,3,261337012027745,216186,R
Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1054,2,261337012056390,241252,S
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,6,261337012068313,10335,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,6,261337012078648,252278,S
binder:23019_5,com.google.android.youtube,701,5159,1,261337012208815,247803,S
MediaCodec_loop,com.google.android.youtube,701,5238,3,261337012243931,1021769,S
swapper,,0,0,0,261337012254592,965210,R
swapper,,0,0,2,261337012297642,130046,R
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,6,261337012330926,404419,D
CodecLooper,com.google.android.youtube,701,5239,2,261337012427688,859659,S
swapper,,0,0,1,261337012456618,622071,R
binder:23019_9,com.google.android.youtube,701,5215,4,261337012522658,234741,S
swapper,,0,0,6,261337012735345,585572,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,4,261337012757399,141073,S
swapper,,0,0,4,261337012898472,1217570,R
binder:477_4,/system/bin/surfaceflinger,313,831,1,261337013078689,193400,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261337013219802,112182,S
swapper,,0,0,3,261337013265700,591431,R
swapper,,0,0,1,261337013272089,341674,R
swapper,,0,0,2,261337013287347,47730,R
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337013320917,99975,S
swapper,,0,0,0,261337013331984,69703,R
CodecLooper,com.google.android.youtube,701,5239,2,261337013335077,29215,S
swapper,,0,0,2,261337013364292,205648,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261337013401687,281290,R
swapper,,0,0,6,261337013420892,491415,R
com.google.usf.,com.google.usf.non_wake_up,531,542,2,261337013569940,92774,S
sugov:4,sugov:4,302,317,1,261337013613763,335002,S
swapper,,0,0,2,261337013662714,172526,R
UsfTransport,/vendor/bin/hw/android.hardware.sensors-service.multihal,464,1029,0,261337013682977,181397,S
android.hardwar,/vendor/bin/hw/android.hardware.sensors-service.multihal,464,1027,2,261337013835240,144165,S
UsfHalWorker,/vendor/bin/hw/android.hardware.sensors-service.multihal,464,1026,3,261337013857131,42114,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261337013864374,58797,S
swapper,,0,0,3,261337013899245,66976,R
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337013912307,94035,S
sugov:0,sugov:0,301,316,0,261337013923171,37313,S
swapper,,0,0,1,261337013948765,475260,R
swapper,,0,0,0,261337013960484,21077,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337013966221,17619,S
swapper,,0,0,2,261337013979405,501546,R
sugov:0,sugov:0,301,316,0,261337013981561,23682,S
swapper,,0,0,3,261337013983840,24862,R
swapper,,0,0,0,261337014005243,382772,R
swapper,,0,0,6,261337014006342,164103,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337014008702,166748,S
SensorService,system_server,534,1360,4,261337014116042,336711,S
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337014170445,137492,R+
swapper,,0,0,3,261337014175450,479207,R
binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,481,6,261337014307937,197591,S
sugov:7,sugov:7,303,318,0,261337014388015,253784,S
system_server,system_server,534,545,1,261337014424025,138754,R
swapper,,0,0,4,261337014452753,12429158,R
kworker/u17:0,kworker/u17:0,745,9,2,261337014480951,89111,I
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337014505528,168050,S
cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,447,11,1,261337014562779,192627,S
swapper,,0,0,2,261337014570062,887085,R
android.youtube,com.google.android.youtube,701,712,7,261337014635940,137125,S
swapper,,0,0,0,261337014641799,95744,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337014654657,72835,S
swapper,,0,0,6,261337014673578,50822,R
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337014724400,33691,S
swapper,,0,0,3,261337014727492,31616,R
AudioOut_15,/system/bin/audioserver,482,13,0,261337014737543,379638,S
system_server,system_server,534,545,1,261337014755406,74544,S
swapper,,0,0,6,261337014758091,65633,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337014759108,68604,S
swapper,,0,0,7,261337014773065,214170410,R
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337014823724,104493,R+
swapper,,0,0,3,261337014827712,417725,R
swapper,,0,0,1,261337014829950,268880,R
binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,481,6,261337014928217,170735,S
cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,447,11,1,261337015098830,78003,S
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337015098952,157064,S
swapper,,0,0,0,261337015117181,342530,R
swapper,,0,0,1,261337015176833,6386922,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337015245437,45939,S
swapper,,0,0,6,261337015256016,43416,R
swapper,,0,0,3,261337015291376,41097,R
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337015299432,28687,S
swapper,,0,0,6,261337015328119,2939819,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337015332473,231771,S
ExoPlayer:Simpl,com.google.android.youtube,701,5240,2,261337015457147,1023723,S
pw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,447,943,0,261337015459711,88216,S
swapper,,0,0,0,261337015547927,1937378,R
swapper,,0,0,3,261337015564244,10402425,R
swapper,,0,0,2,261337016480870,3243367,R
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,0,261337017485305,378743,D
swapper,,0,0,0,261337017864048,3722209,R
ksoftirqd/6,ksoftirqd/6,51,67,6,261337018267938,407105,S
swapper,,0,0,6,261337018675043,2972575,R
decon0_kthread,decon0_kthread,191,6,2,261337019724237,97860,D
swapper,,0,0,2,261337019822097,1788452,R
VrrCtrl_Primary,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,8,1,261337021563755,58106,S
sugov:0,sugov:0,301,316,0,261337021586257,43945,S
sugov:4,sugov:4,302,317,2,261337021610549,458781,S
swapper,,0,0,1,261337021621861,1204101,R
swapper,,0,0,0,261337021630202,190389,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337021647618,181355,S
MediaCodec_loop,com.google.android.youtube,701,5238,0,261337021820591,77637,S
swapper,,0,0,6,261337021828973,54973,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337021883946,130900,S
swapper,,0,0,0,261337021898228,1006470,R
swapper,,0,0,6,261337022014846,12065267,R
swapper,,0,0,2,261337022069330,717773,R
decon0_kthread,decon0_kthread,191,6,2,261337022787103,146403,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,1,261337022825962,356120,D
TimerDispatch,/system/bin/surfaceflinger,313,821,0,261337022904698,141032,S
swapper,,0,0,2,261337022933506,90576,R
surfaceflinger,/system/bin/surfaceflinger,313,10,2,261337023024082,1451457,S
swapper,,0,0,0,261337023045730,2936157,R
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,1,261337023182082,300049,R+
surfaceflinger,/system/bin/surfaceflinger,313,7,1,261337023482131,33162,S
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,1,261337023515293,252482,D
swapper,,0,0,1,261337023767775,110067,R
BckgrndExec HP,/system/bin/surfaceflinger,313,1,1,261337023877842,39388,S
swapper,,0,0,1,261337023917230,1782267,R
binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,4,2,261337024475539,1653809,S
decon0_kthread,decon0_kthread,191,6,1,261337025699497,318401,D
