thread_name,process_name,upid,utid,cpu,ts,dur,end_state
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337116498733,259440,R+
swapper,,0,0,0,261337116506952,938029,R
binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,481,6,261337116758173,415812,S
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337117173985,289917,S
logd.writer,/system/bin/logd,295,3,1,261337117194208,128662,S
swapper,,0,0,1,261337117322870,304077,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261337117444981,247558,S
swapper,,0,0,6,261337117463902,156982,R
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337117620884,126872,S
perf_mon_update,perf_mon_update_client_task,97,113,1,261337117626947,229858,S
simpleinteracti,simpleinteractive,152,168,3,261337117667474,160930,S
swapper,,0,0,0,261337117692539,12096314,R
swapper,,0,0,6,261337117747756,195150,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,5,261337117757237,205159,S
swapper,,0,0,3,261337117828404,32633,R
swapper,,0,0,1,261337117856805,1873414,R
sugov:0,sugov:0,301,316,3,261337117861037,48828,S
swapper,,0,0,3,261337117909865,3693400,R
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337117942906,234293,R+
swapper,,0,0,5,261337117962396,752442,R
binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,481,6,261337118177199,282715,S
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337118459914,277059,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,5,261337118714838,81136,S
swapper,,0,0,6,261337118736973,71289,R
swapper,,0,0,5,261337118795974,53629,R
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337118808262,41097,S
swapper,,0,0,6,261337118849359,4031291,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,5,261337118849603,122071,S
swapper,,0,0,5,261337118971674,4312622,R
decon0_kthread,decon0_kthread,191,6,1,261337119730219,68155,D
swapper,,0,0,1,261337119798374,2250000,R
adpf_handler0,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,875,3,261337121603265,474813,S
NodeLooperThrea,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,877,1,261337122048374,247152,S
swapper,,0,0,3,261337122078078,762492,R
swapper,,0,0,1,261337122295526,501262,R
decon0_kthread,decon0_kthread,191,6,1,261337122796788,102661,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261337122821446,309326,D
sugov:0,sugov:0,301,316,3,261337122840570,39551,S
swapper,,0,0,3,261337122880121,123779,R
TimerDispatch,/system/bin/surfaceflinger,313,821,6,261337122880650,165649,S
swapper,,0,0,1,261337122899449,145548,R
surfaceflinger,/system/bin/surfaceflinger,313,10,3,261337123003900,1522990,S
app,/system/bin/surfaceflinger,313,822,1,261337123044997,299113,S
swapper,,0,0,6,261337123046299,485515,R
swapper,,0,0,2,261337123130772,747640,R
ExoPlayer:Frame,com.google.android.youtube,701,5123,5,261337123284296,227213,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261337123344110,205526,S
swapper,,0,0,5,261337123511509,3586141,R
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337123531814,90291,S
swapper,,0,0,1,261337123549636,54809,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261337123604445,123169,S
swapper,,0,0,6,261337123622105,3424438,R
swapper,,0,0,1,261337123727614,2166667,R
BckgrndExec HP,/system/bin/surfaceflinger,313,1,2,261337123878412,55745,S
swapper,,0,0,2,261337123934157,1671875,R
binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,4,3,261337124526890,1819621,S
sugov:0,sugov:0,301,316,2,261337125606032,207642,S
swapper,,0,0,2,261337125813674,392904,R
decon0_kthread,decon0_kthread,191,6,1,261337125894281,288900,D
swapper,,0,0,1,261337126183181,549398,R
VrrCtrl_Primary,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,8,2,261337126206578,49031,S
swapper,,0,0,2,261337126255609,343384,R
surfaceflinger,/system/bin/surfaceflinger,313,10,3,261337126346511,399821,S
android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,12,2,261337126598993,215739,R
RenderEngine,/system/bin/surfaceflinger,313,816,1,261337126732579,2922648,R
bigo_worker_thr,bigo_worker_thread,756,766,3,261337126746332,199219,D
sugov:0,sugov:0,301,316,2,261337126814732,39754,S
android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,12,2,261337126854486,123739,S
logd.writer,/system/bin/logd,295,3,3,261337126945551,76375,S
adpf_handler0,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,875,4,261337126975498,76376,S
swapper,,0,0,2,261337126978225,32104,R
mali-event-hand,/system/bin/surfaceflinger,313,817,2,261337127010329,116577,S
swapper,,0,0,3,261337127021926,3499186,R
mali-gpuq-kthre,mali-gpuq-kthread,365,378,6,261337127046543,49805,S
swapper,,0,0,4,261337127051874,18257527,R
swapper,,0,0,6,261337127096348,119792,R
mali-cpu-comman,/system/bin/surfaceflinger,313,819,5,261337127097650,183187,S
swapper,,0,0,2,261337127126906,65227,R
mali-event-hand,/system/bin/surfaceflinger,313,817,2,261337127192133,36295,S
mali-gpuq-kthre,mali-gpuq-kthread,365,378,6,261337127216140,18758,S
swapper,,0,0,2,261337127228428,85775,R
swapper,,0,0,6,261337127234898,100098,R
swapper,,0,0,5,261337127280837,89925,R
mali-event-hand,/system/bin/surfaceflinger,313,817,2,261337127314203,66040,S
mali-gpuq-kthre,mali-gpuq-kthread,365,378,6,261337127334996,20426,S
swapper,,0,0,6,261337127355422,67423,R
mali-cpu-comman,/system/bin/surfaceflinger,313,819,5,261337127370762,78695,S
swapper,,0,0,2,261337127380243,29866,R
mali-event-hand,/system/bin/surfaceflinger,313,817,2,261337127410109,36906,S
mali-gpuq-kthre,mali-gpuq-kthread,365,378,6,261337127422845,16643,S
swapper,,0,0,6,261337127439488,514119,R
swapper,,0,0,2,261337127447015,162191,R
swapper,,0,0,5,261337127449457,533651,R
mali-mem-purge,/system/bin/surfaceflinger,313,818,2,261337127609206,79631,S
swapper,,0,0,2,261337127688837,247355,R
mali-event-hand,/system/bin/surfaceflinger,313,817,2,261337127936192,62256,S
mali-gpuq-kthre,mali-gpuq-kthread,365,378,6,261337127953607,14364,S
swapper,,0,0,6,261337127967971,67830,R
mali-cpu-comman,/system/bin/surfaceflinger,313,819,5,261337127983108,75642,S
swapper,,0,0,2,261337127998448,28035,R
mali-event-hand,/system/bin/surfaceflinger,313,817,2,261337128026483,36214,S
mali-gpuq-kthre,mali-gpuq-kthread,365,378,6,261337128035801,17863,S
swapper,,0,0,6,261337128053664,1694621,R
swapper,,0,0,5,261337128058750,2206910,R
swapper,,0,0,2,261337128062697,1713461,R
migration/1,migration/1,21,37,1,261337129655227,148356,S
RenderEngine,/system/bin/surfaceflinger,313,816,6,261337129748285,553263,S
sugov:4,sugov:4,302,317,2,261337129776158,311116,S
sugov:0,sugov:0,301,316,0,261337129788853,62703,S
swapper,,0,0,1,261337129803583,208537,R
swapper,,0,0,0,261337129851556,206218,R
mali-gpuq-kthre,mali-gpuq-kthread,365,378,1,261337130012120,1312174,D
mali-cpu-comman,/system/bin/surfaceflinger,313,819,0,261337130057774,44718,S
swapper,,0,0,2,261337130087274,396240,R
swapper,,0,0,0,261337130102492,93059,R
mali-cpu-comman,/system/bin/surfaceflinger,313,819,0,261337130195551,23193,S
swapper,,0,0,0,261337130218744,466512,R
surfaceflinger,/system/bin/surfaceflinger,313,10,5,261337130265660,485107,S
swapper,,0,0,6,261337130301548,2348714,R
android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,12,2,261337130483514,198568,S
bigo_worker_thr,bigo_worker_thread,756,766,3,261337130521112,802490,D
swapper,,0,0,2,261337130682082,36662,R
BckgrndExec HP,/system/bin/surfaceflinger,313,1,0,261337130685256,364502,S
RenderEngine,/system/bin/surfaceflinger,313,816,2,261337130718744,55990,S
swapper,,0,0,5,261337130750767,601481,R
swapper,,0,0,2,261337130774734,189371,R
binder:23019_8,com.google.android.youtube,701,5165,2,261337130964105,423177,R+
swapper,,0,0,0,261337131049758,560303,R
swapper,,0,0,3,261337131323602,1880697,R
swapper,,0,0,1,261337131324294,60466,R
binder:23019_4,com.google.android.youtube,701,5138,5,261337131352248,48177,S
sugov:4,sugov:4,302,317,1,261337131384760,471516,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261337131387282,199585,S
swapper,,0,0,5,261337131400425,1688965,R
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,2,261337131586867,262085,R+
mali-gpuq-kthre,mali-gpuq-kthread,365,378,0,261337131610061,2369222,D
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,2,261337131848952,44922,S
swapper,,0,0,1,261337131856276,955445,R
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,2,261337131893874,50252,R+
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,2,261337131944126,85246,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,2,261337132029372,191325,S
Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1054,2,261337132220697,620280,S
binder:23019_9,com.google.android.youtube,701,5215,6,261337132650262,505656,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261337132811721,432943,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261337132840977,379395,R
CodecLooper,com.google.android.youtube,701,5239,5,261337133089390,224325,S
swapper,,0,0,6,261337133155918,521078,R
MediaCodec_loop,com.google.android.youtube,701,5238,3,261337133204299,716227,R+
sugov:0,sugov:0,301,316,2,261337133220372,65836,S
swapper,,0,0,1,261337133244664,221557,R
kworker/u17:0,kworker/u17:0,745,9,2,261337133286208,84676,I
swapper,,0,0,5,261337133313715,222737,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261337133370884,106812,S
com.google.usf.,com.google.usf.non_wake_up,531,542,1,261337133466221,200114,S
binder:23019_8,com.google.android.youtube,701,5165,2,261337133477696,152954,R
binder:23019_4,com.google.android.youtube,701,5138,5,261337133536452,141927,S
UsfTransport,/vendor/bin/hw/android.hardware.sensors-service.multihal,464,1029,2,261337133630650,306559,S
swapper,,0,0,1,261337133666335,216187,R
CodecLooper,com.google.android.youtube,701,5225,6,261337133676996,88297,S
swapper,,0,0,5,261337133678379,424846,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,6,261337133765293,149699,S
android.hardwar,/vendor/bin/hw/android.hardware.sensors-service.multihal,464,1027,1,261337133882522,350667,S
binder:23019_9,com.google.android.youtube,701,5215,6,261337133914992,218181,R+
UsfHalWorker,/vendor/bin/hw/android.hardware.sensors-service.multihal,464,1026,3,261337133920526,58594,S
binder:23019_8,com.google.android.youtube,701,5165,2,261337133937209,100545,S
MediaCodec_loop,com.google.android.youtube,701,5238,3,261337133979120,1462931,S
swapper,,0,0,0,261337133979283,88094,R
swapper,,0,0,2,261337134037754,77149,R
mali-gpuq-kthre,mali-gpuq-kthread,365,378,0,261337134067377,778646,D
CodecLooper,com.google.android.youtube,701,5239,5,261337134103225,46956,S
SensorService,system_server,534,1360,2,261337134114903,517293,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,6,261337134133173,185343,S
swapper,,0,0,5,261337134150181,10417521,R
swapper,,0,0,1,261337134233189,343913,R
binder:23019_9,com.google.android.youtube,701,5215,6,261337134318516,82357,S
swapper,,0,0,6,261337134400873,92448,R
android.youtube,com.google.android.youtube,701,712,6,261337134493321,416056,S
system_server,system_server,534,545,1,261337134577102,299113,S
swapper,,0,0,2,261337134632196,330200,R
kworker/u17:0,kworker/u17:0,745,9,0,261337134846023,129679,I
swapper,,0,0,1,261337134876215,362589,R
swapper,,0,0,6,261337134909377,400147,R
binder:477_4,/system/bin/surfaceflinger,313,831,2,261337134962396,390259,R+
swapper,,0,0,0,261337134975702,318400,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261337135238804,33447,S
swapper,,0,0,1,261337135272251,57658,R
sugov:0,sugov:0,301,316,0,261337135294102,105143,S
mali-gpuq-kthre,mali-gpuq-kthread,365,378,6,261337135309524,41870,D
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261337135329909,190878,S
swapper,,0,0,6,261337135351394,3087728,R
cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,447,11,2,261337135352655,411296,S
swapper,,0,0,0,261337135399245,331462,R
swapper,,0,0,3,261337135442051,71533,R
MediaCodec_loop,com.google.android.youtube,701,5238,3,261337135513584,144857,S
swapper,,0,0,1,261337135520787,118448,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261337135639235,203207,S
swapper,,0,0,3,261337135658441,178630,R
AudioOut_15,/system/bin/audioserver,482,13,0,261337135730707,1240478,S
binder:477_4,/system/bin/surfaceflinger,313,831,2,261337135763951,28808,S
swapper,,0,0,2,261337135792759,500814,R
MediaCodec_loop,com.google.android.youtube,701,5238,3,261337135837071,67912,S
swapper,,0,0,1,261337135842442,56640,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261337135899082,165935,S
swapper,,0,0,3,261337135904983,153442,R
MediaCodec_loop,com.google.android.youtube,701,5238,3,261337136058425,323975,R+
swapper,,0,0,1,261337136065017,299886,R
mali-gpuq-kthre,mali-gpuq-kthread,365,378,2,261337136293573,74585,D
decon0_kthread,decon0_kthread,191,6,1,261337136364903,117106,D
swapper,,0,0,2,261337136368158,68644,R
binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,481,3,261337136382400,445231,S
mali-gpuq-kthre,mali-gpuq-kthread,365,378,2,261337136436802,43376,S
swapper,,0,0,2,261337136480178,445516,R
swapper,,0,0,1,261337136482009,668335,R
MediaCodec_loop,com.google.android.youtube,701,5238,3,261337136827631,334432,S
cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,447,11,2,261337136925694,212036,S
swapper,,0,0,0,261337136971185,1140300,R
swapper,,0,0,2,261337137137730,910360,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261337137150344,103027,S
swapper,,0,0,3,261337137162063,92895,R
swapper,,0,0,1,261337137253371,68238,R
MediaCodec_loop,com.google.android.youtube,701,5238,3,261337137254958,70068,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261337137321609,512939,S
swapper,,0,0,3,261337137325026,283163,R
ExoPlayer:Simpl,com.google.android.youtube,701,5240,3,261337137608189,1838013,S
swapper,,0,0,1,261337137834548,231649,R
mali-event-hand,/system/bin/surfaceflinger,313,817,2,261337138048090,190104,S
mali-gpuq-kthre,mali-gpuq-kthread,365,378,1,261337138066197,39632,S
swapper,,0,0,1,261337138105829,60343,R
csf_kcpu_worker,csf_kcpu_worker,366,379,0,261337138111485,37638,S
swapper,,0,0,0,261337138149123,266887,R
mali-cpu-comman,/system/bin/surfaceflinger,313,819,1,261337138166172,289958,S
swapper,,0,0,2,261337138238194,150919,R
mali-event-hand,/system/bin/surfaceflinger,313,817,2,261337138389113,52246,S
mali-gpuq-kthre,mali-gpuq-kthread,365,378,0,261337138416010,22298,S
swapper,,0,0,0,261337138438308,87483,R
csf_kcpu_worker,csf_kcpu_worker,366,379,6,261337138439122,85896,S
swapper,,0,0,2,261337138441359,62826,R
swapper,,0,0,1,261337138456130,107951,R
mali-event-hand,/system/bin/surfaceflinger,313,817,2,261337138504185,71940,S
swapper,,0,0,6,261337138525018,1023153,R
mali-gpuq-kthre,mali-gpuq-kthread,365,378,0,261337138525791,22054,S
swapper,,0,0,0,261337138547845,584514,R
mali-cpu-comman,/system/bin/surfaceflinger,313,819,1,261337138564081,76334,S
swapper,,0,0,2,261337138576125,1211955,R
swapper,,0,0,1,261337138640415,869874,R
mali-gpuq-kthre,mali-gpuq-kthread,365,378,0,261337139132359,136719,S
swapper,,0,0,0,261337139269078,418945,R
swapper,,0,0,3,261337139446202,166056,R
decon0_kthread,decon0_kthread,191,6,1,261337139510289,205932,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,6,261337139548171,343587,D
TimerDispatch,/system/bin/surfaceflinger,313,821,3,261337139612258,239705,S
kworker/u17:0,kworker/u17:0,745,9,0,261337139688023,45573,I
swapper,,0,0,1,261337139716221,117879,R
swapper,,0,0,0,261337139733596,149780,R
surfaceflinger,/system/bin/surfaceflinger,313,10,2,261337139788080,4392578,S
app,/system/bin/surfaceflinger,313,822,1,261337139834100,114462,S
swapper,,0,0,3,261337139851963,3351441,R
bigo_worker_thr,bigo_worker_thread,756,766,0,261337139883376,241618,D
swapper,,0,0,6,261337139891758,3046224,R
swapper,,0,0,1,261337139948562,4210327,R
swapper,,0,0,0,261337140124994,176758,R
surfaceflinger,/system/bin/surfaceflinger,313,7,0,261337140301752,125488,S
swapper,,0,0,0,261337140427240,1889689,R
BckgrndExec HP,/system/bin/surfaceflinger,313,1,0,261337142316929,60628,S
swapper,,0,0,0,261337142377557,768718,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337142937982,272543,S
bigo_worker_thr,bigo_worker_thread,756,766,0,261337143146275,485636,D
MediaCodec_loop,com.google.android.youtube,701,5238,3,261337143203404,1293172,S
swapper,,0,0,6,261337143210525,433715,R
swapper,,0,0,0,261337143631911,151693,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,6,261337143644240,148641,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,0,261337143783604,301636,R+
swapper,,0,0,6,261337143792881,622274,R
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,0,261337144085240,46753,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,0,261337144131993,52531,R+
binder:477_4,/system/bin/surfaceflinger,313,831,1,261337144158889,326253,S
binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,4,2,261337144180658,2613688,S
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,0,261337144184524,41463,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,0,261337144225987,136027,R+
sugov:0,sugov:0,301,316,0,261337144362014,107137,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337144415155,163534,S
Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1054,0,261337144469151,40161,S
swapper,,0,0,1,261337144485142,95459,R
swapper,,0,0,3,261337144496576,915934,R
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,0,261337144509312,144409,S
MediaCodec_loop,com.google.android.youtube,701,5238,5,261337144567702,119873,S
swapper,,0,0,6,261337144578689,93221,R
Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1054,1,261337144580601,486532,S
swapper,,0,0,0,261337144653721,3075521,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337144671910,174153,S
swapper,,0,0,5,261337144687575,136516,R
MediaCodec_loop,com.google.android.youtube,701,5238,5,261337144824091,74829,S
swapper,,0,0,6,261337144846063,57333,R
swapper,,0,0,5,261337144898920,456461,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337144903396,150309,S
